mean radius,mean smoothness,mean compactness,mean concavity,mean concave points,compactness error,concavity error,concave points error,worst smoothness,worst compactness,worst concavity,worst concave points,mean perimeter,worst texture,radius error,worst symmetry,smoothness error,symmetry error
-0.5051469411701959,0.3749218652331543,1.31852504358479,1.3747443311397183,-0.41829587036068994,0.956490359854962,-0.7494444444444445,-0.3025194165561659,0.4108640174990885,0.8055587420842931,0.9709749141084619,-0.02680412371134011,-0.12766164984440764,0.3555789304338774,0.9861233580425466,-0.047201602801862634,1.3447535485686977,-0.11161457914918947
-0.5499493306309671,-0.7004625578197273,-1.1060054653441698,-1.1017798440622755,-1.0,-0.5923378099685975,-1.0,-1.0,-0.8334670069267226,-1.143133333355434,-1.1134787231499295,-1.0,-0.5399230379898482,1.7397397707254771,0.4265952921281751,-2.632582682648768,0.30364054855943545,0.10566762478589604
-0.6171529148221239,-0.5271908988623575,-0.802818741963305,-0.43099489431190824,-0.8838473601672765,-0.18289976561128996,-0.8993434343434343,-0.5790869482856602,-0.7566168428727671,-1.0127203039992894,-0.745812614647702,-0.8472852233676975,-0.8453806505198365,0.07525434243835055,-0.72921572819166,0.01834376429845532,0.9302809064585889,-0.23009821717288845
-0.3835404554909596,-0.14364295536942107,0.14829431123556386,-0.22374960106105712,-0.8138003136434919,0.0688998646839945,-0.9227777777777778,-0.6212540253835953,-0.2920160408312067,0.1389717450043863,-0.08261402052330988,-0.4287285223367697,0.2296761565590917,0.43108286317216016,-0.3235848790131991,0.09223383273110587,-0.3248429736867267,0.013667557322823912
-0.540348818603659,-0.10413801725215643,0.06795477340926283,-0.06109097470888644,-0.7119707266074229,-0.36738767502334796,-0.9352525252525252,-0.6647471111953022,-0.2045205978855268,-0.13261791708235124,-0.06888870991939429,-0.39862542955326463,-0.42274598258086393,-1.0803983169593407,-0.6356472995610424,0.07434126101037272,-0.023365520532893733,-0.26440307620268916
-0.9202090778174836,-0.5381922740342542,-0.6720168972903028,-1.1017798440622755,-1.0,-0.5118654025317549,-1.0,-1.0,-0.35326285089318277,-0.8015906939684141,-1.1134787231499295,-1.0,-2.8003953157255927,1.009486143471619,0.8168916085120743,0.56004892083899,1.1739472463713874,0.8415449014856383
-0.4923462584671183,-0.5379422427803473,0.5111973605893209,0.7604914426158084,-0.7240982749607945,1.2177006092633773,-0.7971212121212121,-0.4211024815305928,-0.6201239518775064,0.759651281124388,0.7451323094264543,-0.27422680412371125,-0.13245037869334597,-0.8194352732873036,-0.6143251793613385,-0.1438393428774424,0.13356586162752082,0.38065498082378924
0.3770334417835617,0.029878734841855437,-0.0382682152902935,-0.1250136709428026,-0.014009409304756915,-0.32433654046111815,-0.8458585858585859,-0.5537033529077476,-0.118483412322275,-0.19726147128340918,-0.07669348676159153,0.10859106529209628,0.48412766181703,-0.532776720051681,-0.043956707662989855,-0.877586686244534,-0.38384520004951067,-1.268079507524555
-0.18833004426902777,-0.44443055381922725,1.1174130221363825,1.3884202328921706,-0.6094093047569263,1.4216886223286747,-0.6677777777777778,-0.3915514301951126,-0.6886620488516224,0.9540890875520752,1.1652221018852207,-0.24054982817869408,1.0309919496921536,0.5898920210937589,-0.2848316140623456,-0.8134617263763391,-0.9097539674043046,-0.34065515581941685
-0.41554216224865326,-0.7197149643705463,-0.9400214977956581,-0.8464243489639123,-0.8798745426032409,-0.47917773533221286,-0.9675959595959596,-0.7008903201363894,-0.808384979948961,-1.0206464645290922,-0.9538549258493472,-0.815807560137457,0.036141643731356886,-1.046262875619557,0.5166307528189642,-0.7668518598231814,0.8796247440099944,0.833865568739124
0.6031788362045976,0.09488686085760745,0.8250750048203457,0.6932428915833839,0.5692629377940408,-0.02323993862977662,-0.8193939393939393,-0.4426974805834437,-0.2978490703609189,0.10385379670620506,0.16665499088158406,0.6714776632302406,0.9013093545308776,-0.4409210312302971,0.8078358032383698,-0.5720015653890544,-1.0177558613544035,-0.35526353631702373
-0.11259267160915254,0.1423927990998879,0.5372319739515917,0.1557686195748454,-0.08510193413486666,0.09571333031232963,-0.8193939393939393,-0.5896950179958325,0.20816624134159678,0.8771902418074496,0.713014065276402,0.3910652920962201,-0.4223286562054706,1.0442542565936999,-0.2849541331284313,0.8298150869558325,-0.31068713367068634,0.025926638596665476
0.4079684249826656,0.2699087385923242,0.25242127712647333,0.5084119076725941,0.3162571876633562,-0.08018501539657386,-0.7198989898989899,-0.2763781019132412,0.24316441851986892,-0.4208535671354384,0.37675076475252206,0.4934707903780069,0.5723800486331614,-0.5588848115030177,-0.3080984853702264,-0.16631534799832653,1.0781324302546083,0.7759093929573593
